,name,latitude,longitude,coordinates
858,Milwaukee & Chicago,41.89647331899999,-87.65557947500002,"(41.89647331899999, -87.65557947500002)"
859,Diversey Brown Line Station,41.93271449299999,-87.65296134099998,"(41.93271449299999, -87.65296134099998)"
860,Addison Red Line Station,41.94729888199998,-87.65361095600002,"(41.94729888199998, -87.65361095600002)"
861,Irving Park & Sheridan,41.95455980700001,-87.65434307499999,"(41.95455980700001, -87.65434307499999)"
862,Sheridan & Buena,41.95818854599997,-87.65452784899998,"(41.95818854599997, -87.65452784899998)"
863,Sheridan & Belle Plaine,41.95667486600001,-87.65453268800002,"(41.95667486600001, -87.65453268800002)"
864,Montrose & Sheridan,41.96184159400002,-87.65463061000003,"(41.96184159400002, -87.65463061000003)"
865,Broadway & Sunnyside,41.96318072299999,-87.65617155500001,"(41.96318072299999, -87.65617155500001)"
866,Lawrence & Kenmore,41.969010492,-87.656344536,"(41.969010492, -87.656344536)"
867,Sheridan & Lawrence,41.96924988699999,-87.65475358499998,"(41.96924988699999, -87.65475358499998)"
868,Bryn Mawr & Sheridan,41.98371100000003,-87.65537900099997,"(41.98371100000003, -87.65537900099997)"
869,115th Street & Aberdeen,41.68504599699997,-87.649362182,"(41.68504599699997, -87.649362182)"
870,Racine & 87th Street Terminal,41.73657854599998,-87.65311736500001,"(41.73657854599998, -87.65311736500001)"
871,79th Street & Aberdeen,41.75058856099997,-87.651197459,"(41.75058856099997, -87.651197459)"
872,63rd Street & Morgan,41.77961187199998,-87.64939597199998,"(41.77961187199998, -87.64939597199998)"
873,51st Street & Aberdeen,41.80144398700003,-87.652720886,"(41.80144398700003, -87.652720886)"
874,35th Street & Morgan,41.83075486000001,-87.65082252299999,"(41.83075486000001, -87.65082252299999)"
875,Van Buren & Peoria,41.87668200000002,-87.64940099900002,"(41.87668200000002, -87.64940099900002)"
876,Division & Hooker,41.903524495,-87.65113892199997,"(41.903524495, -87.65113892199997)"
877,North Ave & Fremont,41.91081131200002,-87.65084099,"(41.91081131200002, -87.65084099)"
878,Fullerton & Halsted,41.92551460700003,-87.64942756800002,"(41.92551460700003, -87.64942756800002)"
879,Addison & Fremont,41.94722219599998,-87.65166131799998,"(41.94722219599998, -87.65166131799998)"
880,Sheridan & Fremont,41.95266246800003,-87.65173838499999,"(41.95266246800003, -87.65173838499999)"
881,Broadway & Belle Plaine,41.95682199999999,-87.65195699999998,"(41.95682199999999, -87.65195699999998)"
882,Clarendon & Montrose,41.96192300000001,-87.64998400000002,"(41.96192300000001, -87.64998400000002)"
883,Clarendon & Wilson,41.96562541700001,-87.65007896100002,"(41.96562541700001, -87.65007896100002)"
884,Lawrence & Clarendon,41.96919200000002,-87.65035099900001,"(41.96919200000002, -87.65035099900001)"
885,Clarendon & Leland,41.96747170600003,-87.650158535,"(41.96747170600003, -87.650158535)"
886,Marine Drive & Lawrence,41.96930839599997,-87.649759803,"(41.96930839599997, -87.649759803)"
887,95th Street & Morgan,41.72149700099999,-87.64787299900001,"(41.72149700099999, -87.64787299900001)"
888,87th Street & Morgan,41.73610083,-87.64883776599999,"(41.73610083, -87.64883776599999)"
889,59th Street & Peoria,41.787050706,-87.64729484200001,"(41.787050706, -87.64729484200001)"
890,Garfield & Peoria,41.79386193599998,-87.64719660600002,"(41.79386193599998, -87.64719660600002)"
891,47th Street & Halsted,41.80894882000001,-87.645957463,"(41.80894882000001, -87.645957463)"
892,Halsted & 43rd Place,41.814736127,-87.64559867399998,"(41.814736127, -87.64559867399998)"
893,Halsted & 41st Street,41.82016599999997,-87.64572800100001,"(41.82016599999997, -87.64572800100001)"
894,35th Street & Halsted,41.83081118699999,-87.646359851,"(41.83081118699999, -87.646359851)"
895,Halsted & 35th Street,41.83083630599998,-87.64620978800002,"(41.83083630599998, -87.64620978800002)"
896,Halsted & 31st Street,41.83821787900001,-87.64618922699998,"(41.83821787900001, -87.64618922699998)"
897,Halsted Orange Line Station,41.84673994899998,-87.64797702300001,"(41.84673994899998, -87.64797702300001)"
898,Cermak & Peoria,41.85267850000002,-87.64871007199997,"(41.85267850000002, -87.64871007199997)"
899,Halsted & Cermak,41.85245930100001,-87.64657700999999,"(41.85245930100001, -87.64657700999999)"
900,Halsted & Taylor,41.87009734100002,-87.64681857300002,"(41.87009734100002, -87.64681857300002)"
901,Halsted & Fulton,41.88749674100001,-87.64762320400001,"(41.88749674100001, -87.64762320400001)"
902,Halsted & Lake,41.88581891899997,-87.647411261,"(41.88581891899997, -87.647411261)"
903,Grand & Milwaukee (Blue Line),41.89125051600001,-87.648147139,"(41.89125051600001, -87.648147139)"
904,Milwaukee & Hubbard/Union,41.89025007700002,-87.64628242100002,"(41.89025007700002, -87.64628242100002)"
905,North Ave & Clybourn/Halsted (Red Line),41.91083785000001,-87.64897588999997,"(41.91083785000001, -87.64897588999997)"
906,Halsted & Webster,41.92172473199997,-87.648536423,"(41.92172473199997, -87.648536423)"
907,Halsted & Altgeld,41.927347,-87.64890699900002,"(41.927347, -87.64890699900002)"
908,Halsted & Diversey,41.93291737700002,-87.64892499799998,"(41.93291737700002, -87.64892499799998)"
909,Halsted & Schubert,41.93144599999999,-87.64891399999999,"(41.93144599999999, -87.64891399999999)"
910,Halsted & George,41.93453199999999,-87.64901500000002,"(41.93453199999999, -87.64901500000002)"
911,Clark & Wellington,41.93660112499998,-87.64786530399999,"(41.93660112499998, -87.64786530399999)"
912,Halsted & Aldine,41.94188300000002,-87.64939500100002,"(41.94188300000002, -87.64939500100002)"
913,Halsted & Cornelia,41.945539,-87.64950699899998,"(41.945539, -87.64950699899998)"
914,Addison & Halsted,41.94723522100003,-87.64920608800003,"(41.94723522100003, -87.64920608800003)"
915,Addison & Broadway,41.94725575500001,-87.64737100299999,"(41.94725575500001, -87.64737100299999)"
916,Broadway & Cornelia,41.945455907,-87.64603818199998,"(41.945455907, -87.64603818199998)"
917,Sheridan & Pine Grove,41.95280766000002,-87.64765892399998,"(41.95280766000002, -87.64765892399998)"
918,Marine Drive & Montrose,41.96216206499997,-87.64682974800002,"(41.96216206499997, -87.64682974800002)"
919,4251 N Marine Drive,41.960124479,-87.646691982,"(41.960124479, -87.646691982)"
920,Marine Drive & Wilson,41.96566508000001,-87.64858020499997,"(41.96566508000001, -87.64858020499997)"
921,Marine Drive & Leland,41.96734713199999,-87.64905210299997,"(41.96734713199999, -87.64905210299997)"
922,119th Street & Peoria,41.67770857800002,-87.64442307799999,"(41.67770857800002, -87.64442307799999)"
923,119th Street & Halsted,41.67787710499999,-87.64225536599997,"(41.67787710499999, -87.64225536599997)"
924,Halsted & 115th Street,41.68523465599998,-87.64202703400002,"(41.68523465599998, -87.64202703400002)"
925,Halsted & 114th Street,41.68703199999999,-87.64231699999999,"(41.68703199999999, -87.64231699999999)"
926,Halsted & 116th Street,41.68299912999998,-87.64221457999997,"(41.68299912999998, -87.64221457999997)"
927,Halsted & 113th Street,41.68857300000002,-87.64214299999998,"(41.68857300000002, -87.64214299999998)"
928,Halsted & 110th Street,41.69432699999999,-87.64253499900002,"(41.69432699999999, -87.64253499900002)"
929,Halsted & 104th Street,41.70524800099997,-87.64288999899998,"(41.70524800099997, -87.64288999899998)"
930,Halsted & 102nd Street,41.70890000000003,-87.64298000000002,"(41.70890000000003, -87.64298000000002)"
931,Halsted & 100th Street,41.71252200100002,-87.64307500000001,"(41.71252200100002, -87.64307500000001)"
932,87th Street & Vincennes,41.73594681700001,-87.645445032,"(41.73594681700001, -87.645445032)"
933,Halsted & 82nd Street,41.74513466100001,-87.64379294499997,"(41.74513466100001, -87.64379294499997)"
934,Halsted & 79th Street,41.75075419900003,-87.644145896,"(41.75075419900003, -87.644145896)"
935,74th Street & Halsted,41.75981504999999,-87.64412270100001,"(41.75981504999999, -87.64412270100001)"
936,Halsted & 63rd Street (Green Line),41.77945168399998,-87.64486936899999,"(41.77945168399998, -87.64486936899999)"
937,Halsted & 61st Street,41.78319557899999,-87.64477527999998,"(41.78319557899999, -87.64477527999998)"
938,Halsted & 58th Street,41.788765399,-87.64491964299998,"(41.788765399, -87.64491964299998)"
939,Halsted & 56th Street,41.79236033400002,-87.64501710600001,"(41.79236033400002, -87.64501710600001)"
940,Garfield & Union,41.793937793,-87.64244974500002,"(41.793937793, -87.64244974500002)"
941,Halsted & 51st Street,41.80144200000001,-87.64525900000001,"(41.80144200000001, -87.64525900000001)"
942,Halsted & 52nd Street,41.79967503400002,-87.64519818100001,"(41.79967503400002, -87.64519818100001)"
943,Halsted & 48th Street,41.80695279000003,-87.64539380999997,"(41.80695279000003, -87.64539380999997)"
944,42nd Street & Halsted,41.81761715699997,-87.64562764599998,"(41.81761715699997, -87.64562764599998)"
945,Pershing & Union,41.82356117,-87.64376580300001,"(41.82356117, -87.64376580300001)"
946,31st Street & Union,41.83800761800001,-87.643697073,"(41.83800761800001, -87.643697073)"
947,Archer & Wallace,41.84897571099998,-87.64235063799998,"(41.84897571099998, -87.64235063799998)"
948,Cermak & Union,41.85259702600001,-87.64485013500001,"(41.85259702600001, -87.64485013500001)"
949,Roosevelt & Jefferson,41.867321995,-87.64253291,"(41.867321995, -87.64253291)"
950,Desplaines & Harrison Terminal,41.87444283799999,-87.64434547899998,"(41.87444283799999, -87.64434547899998)"
951,Van Buren & Jefferson,41.876778,-87.64231899999999,"(41.876778, -87.64231899999999)"
952,Madison & Jefferson,41.88191462899999,-87.64283538799998,"(41.88191462899999, -87.64283538799998)"
953,North Ave & Larrabee,41.91106838000002,-87.64383088099999,"(41.91106838000002, -87.64383088099999)"
954,Clark & Deming,41.92863139500002,-87.64214152900001,"(41.92863139500002, -87.64214152900001)"
955,Diversey & Hampden Court,41.93279287899998,-87.642623469,"(41.93279287899998, -87.642623469)"
956,Broadway & Surf,41.93492829299998,-87.64431033699998,"(41.93492829299998, -87.64431033699998)"
957,Broadway & Roscoe,41.94325076500002,-87.64460065600002,"(41.94325076500002, -87.64460065600002)"
958,Addison & Lake Shore,41.94860888099998,-87.64376298500002,"(41.94860888099998, -87.64376298500002)"
959,Irving Park & Marine Drive,41.954690309,-87.64568442799998,"(41.954690309, -87.64568442799998)"
960,Marine Drive & Bittersweet,41.95579198000001,-87.64545955800003,"(41.95579198000001, -87.64545955800003)"
961,Halsted & 126th Street,41.66493500000001,-87.641385001,"(41.66493500000001, -87.641385001)"
962,Halsted & 124th Street,41.66884800100001,-87.64170699900001,"(41.66884800100001, -87.64170699900001)"
963,Halsted & 118th Street,41.67978300099998,-87.64208200000002,"(41.67978300099998, -87.64208200000002)"
964,74th Street & Lowe,41.75974700099999,-87.640668001,"(41.75974700099999, -87.640668001)"
965,601 W 51st Street,41.80170584000001,-87.64169059900001,"(41.80170584000001, -87.64169059900001)"
966,Root & Wallace,41.81905035400001,-87.64078644400001,"(41.81905035400001, -87.64078644400001)"
967,Pershing & Wallace,41.82359157799999,-87.640902589,"(41.82359157799999, -87.640902589)"
968,Wallace & 37th Street,41.82706025700003,-87.64106464700001,"(41.82706025700003, -87.64106464700001)"
969,Wallace & 38th Street,41.82538468500002,-87.64117461500001,"(41.82538468500002, -87.64117461500001)"
970,Wallace & 36th Street,41.828896257,-87.641094651,"(41.828896257, -87.641094651)"
971,Wallace & 33rd Street,41.834403807,-87.641229624,"(41.834403807, -87.641229624)"
972,3403 S Wallace,41.83259045199998,-87.64115509800001,"(41.83259045199998, -87.64115509800001)"
973,31st Street & Wallace,41.83815872600002,-87.641634866,"(41.83815872600002, -87.641634866)"
974,Wallace & 31st Street,41.83821070200003,-87.64149398400002,"(41.83821070200003, -87.64149398400002)"
975,26th Street & Normal,41.84533851800001,-87.64011210000001,"(41.84533851800001, -87.64011210000001)"
976,Canal & 26th Street,41.84560309099999,-87.638245702,"(41.84560309099999, -87.638245702)"
977,Canal & 23rd Place,41.84955023999999,-87.63854381599998,"(41.84955023999999, -87.63854381599998)"
978,Cermak & Lumber,41.852644,-87.64201400000002,"(41.852644, -87.64201400000002)"
979,Cermak & Canal,41.85285931300001,-87.638750566,"(41.85285931300001, -87.638750566)"
980,Clinton & Polk,41.87176000099998,-87.640959001,"(41.87176000099998, -87.640959001)"
981,Canal & Taylor,41.86999100000003,-87.63917099999998,"(41.86999100000003, -87.63917099999998)"
982,Union Station Transit Center,41.87784583400003,-87.63987891699998,"(41.87784583400003, -87.63987891699998)"
983,Clinton & Washington,41.88331400099997,-87.64131300000003,"(41.88331400099997, -87.64131300000003)"
984,Clinton & Madison,41.881976001,-87.64126699899998,"(41.881976001, -87.64126699899998)"
985,Chicago & Hudson,41.89661268100002,-87.63976119400002,"(41.89661268100002, -87.63976119400002)"
986,Division & Clybourn,41.90364030299997,-87.63947853899998,"(41.90364030299997, -87.63947853899998)"
987,North Ave & Sedgwick (Brown Line),41.91122310700001,-87.63841908500001,"(41.91122310700001, -87.63841908500001)"
988,Sedgwick & North Ave,41.91090276800003,-87.638661792,"(41.91090276800003, -87.638661792)"
989,Sedgwick & Wisconsin,41.91658776700001,-87.63883358599998,"(41.91658776700001, -87.63883358599998)"
990,Clark & Fullerton,41.92564236700002,-87.640658712,"(41.92564236700002, -87.640658712)"
991,Sheridan & Oakdale,41.93576200000001,-87.63932699999998,"(41.93576200000001, -87.63932699999998)"
992,Sheridan & Surf,41.93418627699998,-87.63942597699997,"(41.93418627699998, -87.63942597699997)"
993,Belmont & Sheridan,41.94017668100003,-87.63990956200001,"(41.94017668100003, -87.63990956200001)"
994,Sheridan & Belmont,41.94002508599999,-87.63950114199997,"(41.94002508599999, -87.63950114199997)"
995,Lake Shore & Roscoe,41.94352961800001,-87.64047498399998,"(41.94352961800001, -87.64047498399998)"
996,103rd Street & Wallace,41.70704487699999,-87.63787493900003,"(41.70704487699999, -87.63787493900003)"
997,Vincennes & 81st Street,41.74688452800001,-87.63536186900001,"(41.74688452800001, -87.63536186900001)"
998,75th Street & Normal,41.759931306,-87.637035771,"(41.759931306, -87.637035771)"
999,Eggleston & 74th Street,41.75980485999997,-87.63567410399997,"(41.75980485999997, -87.63567410399997)"
1000,75th Street & Eggleston,41.758118599,-87.635579592,"(41.758118599, -87.635579592)"
1001,69th Street & Stewart,41.769049,-87.63488399900001,"(41.769049, -87.63488399900001)"
1002,69th Street & Normal,41.76887699999997,-87.637363,"(41.76887699999997, -87.637363)"
1003,59th Street & Stewart,41.78711843500002,-87.63592380099999,"(41.78711843500002, -87.63592380099999)"
1004,47th Street & Normal,41.80890242700002,-87.638288762,"(41.80890242700002, -87.638288762)"
1005,35th Street & Shields,41.83095613900002,-87.63492122100001,"(41.83095613900002, -87.63492122100001)"
1006,Cermak & Archer,41.85294079200003,-87.634273501,"(41.85294079200003, -87.634273501)"
1007,Archer & Cermak/Princeton,41.85300008199999,-87.634757923,"(41.85300008199999, -87.634757923)"
1008,Orleans & Erie,41.89385432099999,-87.63700246399998,"(41.89385432099999, -87.63700246399998)"
1009,Orleans & Locust,41.89901700000001,-87.63734599999998,"(41.89901700000001, -87.63734599999998)"
1010,Chicago & Franklin (Brown line),41.89647375999999,-87.63591236299999,"(41.89647375999999, -87.63591236299999)"
1011,North Ave & North Park,41.91102808599999,-87.63679061900001,"(41.91102808599999, -87.63679061900001)"
1012,Clark & Dickens,41.92007542900001,-87.63703088400001,"(41.92007542900001, -87.63703088400001)"
1013,Lake Shore Drive & Wellington,41.93669289799999,-87.63693608300002,"(41.93669289799999, -87.63693608300002)"
1014,115th Street & Stewart,41.68526262199998,-87.63236268700001,"(41.68526262199998, -87.63236268700001)"
1015,103rd Street & Eggleston,41.706974145,-87.633562966,"(41.706974145, -87.633562966)"
1016,79th Street & Vincennes,41.75072479400001,-87.63370271000002,"(41.75072479400001, -87.63370271000002)"
1017,Vincennes & 78th Street,41.75251300000002,-87.63364000000001,"(41.75251300000002, -87.63364000000001)"
1018,Vincennes & 77th Street,41.75429700000001,-87.63308299900001,"(41.75429700000001, -87.63308299900001)"
1019,Vincennes & 76th Street,41.75618374700002,-87.63244886799998,"(41.75618374700002, -87.63244886799998)"
1020,Wells & 64th Street,41.77820896399999,-87.631330026,"(41.77820896399999, -87.631330026)"
1021,51st Street & Wells,41.80188833400001,-87.632100116,"(41.80188833400001, -87.632100116)"
1022,Wells & 48th Place,41.80619999999999,-87.63260000000002,"(41.80619999999999, -87.63260000000002)"
1023,47th Red Line Station,41.80902445200002,-87.63167443200001,"(41.80902445200002, -87.63167443200001)"
